geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Northern Region,1_analytic_mean,10529750,1824,1824,1,1,1998755.0,0.0,5314197.0
Northern Region,2_sample_mean,10529750,1824,1824,1,1,1998755.0,,5314197.0
Area under National Administration,1_analytic_mean,10529750,1824,1824,1,1,34119.24,0.0,101545.34
Area under National Administration,2_sample_mean,10529750,1824,1824,1,1,34119.24,,101545.34
Central Region,1_analytic_mean,10529750,1824,1824,1,1,427979.72,0.0,1218545.12
Central Region,2_sample_mean,10529750,1824,1824,1,1,427979.72,,1218545.12
Southern Region,1_analytic_mean,10529768,1824,1824,1,1,14526729.0,0.0,31682284.0
Southern Region,2_sample_mean,10529768,1824,1824,1,1,14526729.0,,31682284.0
Southern Region,1_analytic_mean,10529793,1824,1824,1,1,5704568.0,0.0,14521215.0
Southern Region,2_sample_mean,10529793,1824,1824,1,1,5704568.0,,14521215.0
Central Region,1_analytic_mean,10529793,1824,1824,1,1,15028.71,0.0,67696.9
Central Region,2_sample_mean,10529793,1824,1824,1,1,15028.71,,67696.9
Southern Region,1_analytic_mean,10529910,1825,1825,1,1,382148.94,0.0,1184696.62
Southern Region,2_sample_mean,10529910,1825,1825,1,1,382148.94,,1184696.62
Area under National Administration,1_analytic_mean,10529910,1825,1825,1,1,256977.44,0.0,981605.56
Area under National Administration,2_sample_mean,10529910,1825,1825,1,1,256977.44,,981605.56
Central Region,1_analytic_mean,10529910,1825,1825,1,1,1959288.0,0.0,6058853.0
Central Region,2_sample_mean,10529910,1825,1825,1,1,1959288.0,,6058853.0
Northern Region,1_analytic_mean,10529986,1825,1825,1,1,276406.44,0.0,643120.56
Northern Region,2_sample_mean,10529986,1825,1825,1,1,276406.44,,643120.56
Northern Region,1_analytic_mean,10530036,1826,1826,1,1,307479.28,0.0,744666.06
Northern Region,2_sample_mean,10530036,1826,1826,1,1,307479.28,,744666.06
Southern Region,1_analytic_mean,10530111,1826,1826,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10530111,1826,1826,1,1,11169.99,,33848.45
Area under National Administration,1_analytic_mean,10530111,1826,1826,1,1,50704.98,0.0,101545.34
Area under National Administration,2_sample_mean,10530111,1826,1826,1,1,50704.98,,101545.34
Northern Region,1_analytic_mean,10530204,1827,1827,1,1,3117106.25,0.0,8157429.0
Northern Region,2_sample_mean,10530204,1827,1827,1,1,3117106.25,,8157429.0
Southern Region,1_analytic_mean,10530204,1827,1827,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10530204,1827,1827,1,1,11169.99,,33848.45
Area under National Administration,1_analytic_mean,10530204,1827,1827,1,1,64379.76,0.0,169242.22
Area under National Administration,2_sample_mean,10530204,1827,1827,1,1,64379.76,,169242.22
Central Region,1_analytic_mean,10530204,1827,1827,1,1,1768989.12,0.0,4501845.0
Central Region,2_sample_mean,10530204,1827,1827,1,1,1768989.12,,4501845.0
Northern Region,1_analytic_mean,10530255,1828,1828,1,1,55037.58,0.0,101545.34
Northern Region,2_sample_mean,10530255,1828,1828,1,1,55037.58,,101545.34
Area under National Administration,1_analytic_mean,10530255,1828,1828,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10530255,1828,1828,1,1,37774.87,,101545.34
Northern Region,1_analytic_mean,10530285,1828,1828,1,1,1464081.5,0.0,3520243.0
Northern Region,2_sample_mean,10530285,1828,1828,1,1,1464081.5,,3520243.0
Area under National Administration,1_analytic_mean,10530285,1828,1828,1,1,164435.8,0.0,473878.16
Area under National Administration,2_sample_mean,10530285,1828,1828,1,1,164435.8,,473878.16
Central Region,1_analytic_mean,10530285,1828,1828,1,1,14867747.0,0.0,33950096.0
Central Region,2_sample_mean,10530285,1828,1828,1,1,14867747.0,,33950096.0
Northern Region,1_analytic_mean,10530359,1829,1829,1,1,1911628.75,0.0,5584981.0
Northern Region,2_sample_mean,10530359,1829,1829,1,1,1911628.75,,5584981.0
Southern Region,1_analytic_mean,10530359,1829,1829,1,1,1250023.5,0.0,3384849.0
Southern Region,2_sample_mean,10530359,1829,1829,1,1,1250023.5,,3384849.0
Area under National Administration,1_analytic_mean,10530359,1829,1829,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10530359,1829,1829,1,1,30869.79,,67696.9
Northern Region,1_analytic_mean,10530429,1830,1830,1,1,1484120.75,0.0,3723334.0
Northern Region,2_sample_mean,10530429,1830,1830,1,1,1484120.75,,3723334.0
Southern Region,1_analytic_mean,10530429,1830,1830,1,1,34182820.0,0.0,63702488.0
Southern Region,2_sample_mean,10530429,1830,1830,1,1,34182820.0,,63702488.0
Area under National Administration,1_analytic_mean,10530429,1830,1830,1,1,253998.8,0.0,778514.56
Area under National Administration,2_sample_mean,10530429,1830,1830,1,1,253998.8,,778514.56
Central Region,1_analytic_mean,10530429,1830,1830,1,1,3254017.5,0.0,9342165.0
Central Region,2_sample_mean,10530429,1830,1830,1,1,3254017.5,,9342165.0
Southern Region,1_analytic_mean,10530639,1833,1833,1,1,3149739.75,0.0,9037515.0
Southern Region,2_sample_mean,10530639,1833,1833,1,1,3149739.75,,9037515.0
Area under National Administration,1_analytic_mean,10530639,1833,1833,1,1,59302.49,0.0,101545.34
Area under National Administration,2_sample_mean,10530639,1833,1833,1,1,59302.49,,101545.34
Central Region,1_analytic_mean,10530639,1833,1833,1,1,6226645.5,0.0,13641115.0
Central Region,2_sample_mean,10530639,1833,1833,1,1,6226645.5,,13641115.0
Southern Region,1_analytic_mean,10530700,1833,1833,1,1,22949.25,0.0,67696.9
Southern Region,2_sample_mean,10530700,1833,1833,1,1,22949.25,,67696.9
Northern Region,1_analytic_mean,10530710,1834,1834,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10530710,1834,1834,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10530710,1834,1834,1,1,11814960.0,0.0,25454252.0
Southern Region,2_sample_mean,10530710,1834,1834,1,1,11814960.0,,25454252.0
Central Region,1_analytic_mean,10530710,1834,1834,1,1,655102.94,0.0,1387787.62
Central Region,2_sample_mean,10530710,1834,1834,1,1,655102.94,,1387787.62
Northern Region,1_analytic_mean,10530765,1834,1834,1,1,230981.81,0.0,575423.56
Northern Region,2_sample_mean,10530765,1834,1834,1,1,230981.81,,575423.56
Area under National Administration,1_analytic_mean,10530765,1834,1834,1,1,47049.35,0.0,101545.34
Area under National Administration,2_sample_mean,10530765,1834,1834,1,1,47049.35,,101545.34
Central Region,1_analytic_mean,10530902,1836,1836,1,1,310322.56,0.0,1150848.12
Central Region,2_sample_mean,10530902,1836,1836,1,1,310322.56,,1150848.12
Southern Region,1_analytic_mean,10531051,1838,1838,1,1,4117603.25,0.0,8225125.0
Southern Region,2_sample_mean,10531051,1838,1838,1,1,4117603.25,,8225125.0
Central Region,1_analytic_mean,10531193,1839,1839,1,1,24032.4,0.0,33848.45
Central Region,2_sample_mean,10531193,1839,1839,1,1,24032.4,,33848.45
Northern Region,1_analytic_mean,10531203,1839,1839,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10531203,1839,1839,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10531331,1839,1839,1,1,27281.85,0.0,67696.9
Southern Region,2_sample_mean,10531331,1839,1839,1,1,27281.85,,67696.9
Southern Region,1_analytic_mean,10531350,1840,1840,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10531350,1840,1840,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10531350,1840,1840,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10531350,1840,1840,1,1,35202.39,,67696.9
Northern Region,1_analytic_mean,10531355,1840,1840,1,1,697210.06,0.0,1590878.62
Northern Region,2_sample_mean,10531355,1840,1840,1,1,697210.06,,1590878.62
Area under National Administration,1_analytic_mean,10531355,1840,1840,1,1,11169.99,0.0,33848.45
Area under National Administration,2_sample_mean,10531355,1840,1840,1,1,11169.99,,33848.45
Southern Region,1_analytic_mean,10531375,1840,1840,1,1,22089104.0,0.0,45458416.0
Southern Region,2_sample_mean,10531375,1840,1840,1,1,22089104.0,,45458416.0
Area under National Administration,1_analytic_mean,10531375,1840,1840,1,1,72164.9,0.0,236939.09
Area under National Administration,2_sample_mean,10531375,1840,1840,1,1,72164.9,,236939.09
Central Region,1_analytic_mean,10531375,1840,1840,1,1,2615810.25,0.0,5618829.0
Central Region,2_sample_mean,10531375,1840,1840,1,1,2615810.25,,5618829.0
Southern Region,1_analytic_mean,10531387,1840,1840,1,1,11175333.0,0.0,21358644.0
Southern Region,2_sample_mean,10531387,1840,1840,1,1,11175333.0,,21358644.0
Central Region,1_analytic_mean,10531387,1840,1840,1,1,226852.33,0.0,744666.06
Central Region,2_sample_mean,10531387,1840,1840,1,1,226852.33,,744666.06
Southern Region,1_analytic_mean,10531533,1841,1841,1,1,347555.75,0.0,1116999.62
Southern Region,2_sample_mean,10531533,1841,1841,1,1,347555.75,,1116999.62
Area under National Administration,1_analytic_mean,10531533,1841,1841,1,1,159290.8,0.0,541575.06
Area under National Administration,2_sample_mean,10531533,1841,1841,1,1,159290.8,,541575.06
Central Region,1_analytic_mean,10531533,1841,1841,1,1,1672454.5,0.0,5381893.0
Central Region,2_sample_mean,10531533,1841,1841,1,1,1672454.5,,5381893.0
Northern Region,1_analytic_mean,10531639,1842,1842,1,1,1080849.12,0.0,2437091.0
Northern Region,2_sample_mean,10531639,1842,1842,1,1,1080849.12,,2437091.0
Area under National Administration,1_analytic_mean,10531740,1842,1842,1,1,38384.14,0.0,101545.34
Area under National Administration,2_sample_mean,10531740,1842,1842,1,1,38384.14,,101545.34
Northern Region,1_analytic_mean,10531933,1845,1845,1,1,3323381.5,0.0,7988189.0
Northern Region,2_sample_mean,10531933,1845,1845,1,1,3323381.5,,7988189.0
Area under National Administration,1_analytic_mean,10531933,1845,1845,1,1,97686.63,0.0,203090.66
Area under National Administration,2_sample_mean,10531933,1845,1845,1,1,97686.63,,203090.66
Central Region,1_analytic_mean,10531946,1845,1845,1,1,156379.84,0.0,473878.16
Central Region,2_sample_mean,10531946,1845,1845,1,1,156379.84,,473878.16
Southern Region,1_analytic_mean,10532001,1846,1846,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10532001,1846,1846,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10532173,1848,1848,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10532173,1848,1848,1,1,15434.89,,33848.45
Area under National Administration,1_analytic_mean,10532173,1848,1848,1,1,22543.07,0.0,101545.34
Area under National Administration,2_sample_mean,10532173,1848,1848,1,1,22543.07,,101545.34
Central Region,1_analytic_mean,10532173,1848,1848,1,1,2388148.75,0.0,7209685.0
Central Region,2_sample_mean,10532173,1848,1848,1,1,2388148.75,,7209685.0
Southern Region,1_analytic_mean,10532235,1848,1848,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10532235,1848,1848,1,1,15434.89,,33848.45
Northern Region,1_analytic_mean,10532247,1849,1849,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10532247,1849,1849,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10532247,1849,1849,1,1,11887942.0,0.0,26537388.0
Southern Region,2_sample_mean,10532247,1849,1849,1,1,11887942.0,,26537388.0
Central Region,1_analytic_mean,10532247,1849,1849,1,1,620983.62,0.0,1286242.12
Central Region,2_sample_mean,10532247,1849,1849,1,1,620983.62,,1286242.12
Southern Region,1_analytic_mean,10532577,1853,1853,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10532577,1853,1853,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10532587,1853,1853,1,1,379373.34,0.0,1489333.12
Central Region,2_sample_mean,10532587,1853,1853,1,1,379373.34,,1489333.12
Northern Region,1_analytic_mean,10532602,1853,1853,1,1,994873.5,0.0,2640182.0
Northern Region,2_sample_mean,10532602,1853,1853,1,1,994873.5,,2640182.0
Southern Region,1_analytic_mean,10532602,1853,1853,1,1,5402767.0,0.0,10256115.0
Southern Region,2_sample_mean,10532602,1853,1853,1,1,5402767.0,,10256115.0
Central Region,1_analytic_mean,10532602,1853,1853,1,1,330360.88,0.0,643120.56
Central Region,2_sample_mean,10532602,1853,1853,1,1,330360.88,,643120.56
Northern Region,1_analytic_mean,10532730,1854,1854,1,1,64582.84,0.0,203090.66
Northern Region,2_sample_mean,10532730,1854,1854,1,1,64582.84,,203090.66
Southern Region,1_analytic_mean,10532730,1854,1854,1,1,27136398.0,0.0,51754144.0
Southern Region,2_sample_mean,10532730,1854,1854,1,1,27136398.0,,51754144.0
Area under National Administration,1_analytic_mean,10532730,1854,1854,1,1,1055394.88,0.0,3994122.0
Area under National Administration,2_sample_mean,10532730,1854,1854,1,1,1055394.88,,3994122.0
Central Region,1_analytic_mean,10532730,1854,1854,1,1,22855884.0,0.0,51077184.0
Central Region,2_sample_mean,10532730,1854,1854,1,1,22855884.0,,51077184.0
Southern Region,1_analytic_mean,10532787,1854,1854,1,1,50231.11,0.0,135393.78
Southern Region,2_sample_mean,10532787,1854,1854,1,1,50231.11,,135393.78
Northern Region,1_analytic_mean,10532800,1855,1855,1,1,2104427.75,0.0,4874173.0
Northern Region,2_sample_mean,10532800,1855,1855,1,1,2104427.75,,4874173.0
Southern Region,1_analytic_mean,10532800,1855,1855,1,1,3590172.5,0.0,6837357.0
Southern Region,2_sample_mean,10532800,1855,1855,1,1,3590172.5,,6837357.0
Central Region,1_analytic_mean,10532800,1855,1855,1,1,974834.81,0.0,2098606.0
Central Region,2_sample_mean,10532800,1855,1855,1,1,974834.81,,2098606.0
Area under National Administration,1_analytic_mean,10532865,1855,1855,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10532865,1855,1855,1,1,30869.79,,67696.9
Northern Region,1_analytic_mean,10533002,1857,1857,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10533002,1857,1857,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10533143,1859,1859,1,1,562764.12,0.0,1523181.62
Southern Region,2_sample_mean,10533143,1859,1859,1,1,562764.12,,1523181.62
Central Region,1_analytic_mean,10533143,1859,1859,1,1,475367.53,0.0,1421636.12
Central Region,2_sample_mean,10533143,1859,1859,1,1,475367.53,,1421636.12
Central Region,1_analytic_mean,10533150,1859,1859,1,1,1696214.88,0.0,4061819.0
Central Region,2_sample_mean,10533150,1859,1859,1,1,1696214.88,,4061819.0
Southern Region,1_analytic_mean,10533160,1859,1859,1,1,1565898.62,0.0,4806477.0
Southern Region,2_sample_mean,10533160,1859,1859,1,1,1565898.62,,4806477.0
Central Region,1_analytic_mean,10533299,1860,1860,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10533299,1860,1860,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10533307,1860,1860,1,1,15028.71,0.0,67696.9
Northern Region,2_sample_mean,10533307,1860,1860,1,1,15028.71,,67696.9
Southern Region,1_analytic_mean,10533437,1861,1861,1,1,19767.5,0.0,33848.45
Southern Region,2_sample_mean,10533437,1861,1861,1,1,19767.5,,33848.45
Central Region,1_analytic_mean,10533437,1861,1861,1,1,6354514.5,0.0,15807515.0
Central Region,2_sample_mean,10533437,1861,1861,1,1,6354514.5,,15807515.0
Central Region,1_analytic_mean,10533442,1861,1861,1,1,2937711.5,0.0,6938901.0
Central Region,2_sample_mean,10533442,1861,1861,1,1,2937711.5,,6938901.0
Central Region,1_analytic_mean,10533456,1861,1861,1,1,11169.99,0.0,33848.45
Central Region,2_sample_mean,10533456,1861,1861,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10533461,1861,1861,1,1,924942.69,0.0,2470939.5
Northern Region,2_sample_mean,10533461,1861,1861,1,1,924942.69,,2470939.5
Area under National Administration,1_analytic_mean,10533461,1861,1861,1,1,22339.98,0.0,67696.9
Area under National Administration,2_sample_mean,10533461,1861,1861,1,1,22339.98,,67696.9
Central Region,1_analytic_mean,10533461,1861,1861,1,1,357304.22,0.0,1116999.62
Central Region,2_sample_mean,10533461,1861,1861,1,1,357304.22,,1116999.62
Southern Region,1_analytic_mean,10533477,1861,1861,1,1,14442041.0,0.0,31546892.0
Southern Region,2_sample_mean,10533477,1861,1861,1,1,14442041.0,,31546892.0
Area under National Administration,1_analytic_mean,10533477,1861,1861,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10533477,1861,1861,1,1,37774.87,,101545.34
Central Region,1_analytic_mean,10533477,1861,1861,1,1,1858078.62,0.0,4569541.0
Central Region,2_sample_mean,10533477,1861,1861,1,1,1858078.62,,4569541.0
Southern Region,1_analytic_mean,10533488,1861,1861,1,1,9673853.0,0.0,19767788.0
Southern Region,2_sample_mean,10533488,1861,1861,1,1,9673853.0,,19767788.0
Central Region,1_analytic_mean,10533488,1861,1861,1,1,173236.36,0.0,643120.56
Central Region,2_sample_mean,10533488,1861,1861,1,1,173236.36,,643120.56
Southern Region,1_analytic_mean,10533638,1862,1862,1,1,336385.81,0.0,1083151.12
Southern Region,2_sample_mean,10533638,1862,1862,1,1,336385.81,,1083151.12
Area under National Administration,1_analytic_mean,10533638,1862,1862,1,1,159290.8,0.0,541575.06
Area under National Administration,2_sample_mean,10533638,1862,1862,1,1,159290.8,,541575.06
Central Region,1_analytic_mean,10533638,1862,1862,1,1,1613354.88,0.0,5280349.0
Central Region,2_sample_mean,10533638,1862,1862,1,1,1613354.88,,5280349.0
Northern Region,1_analytic_mean,10533702,1862,1862,1,1,143585.12,0.0,473878.16
Northern Region,2_sample_mean,10533702,1862,1862,1,1,143585.12,,473878.16
Southern Region,1_analytic_mean,10533743,1863,1863,1,1,13387577.0,0.0,23829548.0
Southern Region,2_sample_mean,10533743,1863,1863,1,1,13387577.0,,23829548.0
Central Region,1_analytic_mean,10533743,1863,1863,1,1,406519.75,0.0,1218545.12
Central Region,2_sample_mean,10533743,1863,1863,1,1,406519.75,,1218545.12
Area under National Administration,1_analytic_mean,10533837,1863,1863,1,1,54969.88,0.0,101545.34
Area under National Administration,2_sample_mean,10533837,1863,1863,1,1,54969.88,,101545.34
Northern Region,1_analytic_mean,10533914,1864,1864,1,1,3519765.25,0.0,9172915.0
Northern Region,2_sample_mean,10533914,1864,1864,1,1,3519765.25,,9172915.0
Southern Region,1_analytic_mean,10533914,1864,1864,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10533914,1864,1864,1,1,7514.36,,33848.45
Area under National Administration,1_analytic_mean,10533914,1864,1864,1,1,202684.55,0.0,541575.06
Area under National Administration,2_sample_mean,10533914,1864,1864,1,1,202684.55,,541575.06
Central Region,1_analytic_mean,10533914,1864,1864,1,1,17086858.0,0.0,38824208.0
Central Region,2_sample_mean,10533914,1864,1864,1,1,17086858.0,,38824208.0
Northern Region,1_analytic_mean,10533969,1865,1865,1,1,11169.99,0.0,33848.45
Northern Region,2_sample_mean,10533969,1865,1865,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10534072,1866,1866,1,1,636621.62,0.0,1726272.62
Northern Region,2_sample_mean,10534072,1866,1866,1,1,636621.62,,1726272.62
Southern Region,1_analytic_mean,10534072,1866,1866,1,1,349112.84,0.0,1015454.06
Southern Region,2_sample_mean,10534072,1866,1866,1,1,349112.84,,1015454.06
Area under National Administration,1_analytic_mean,10534072,1866,1866,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10534072,1866,1866,1,1,30869.79,,67696.9
